qid,fm_video,question_type,sampling,binary_no_score,binary_yes_score,question,question_raw
3,3_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient raise their shoulder (shoulder elevation)?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Starting with your arm in your lap, bring your hand to your ear like you're answering the telephone. Get your elbow up to shoulder height, get your shoulder back, and flip your hand so your thumb is pointed toward the ceiling.' For this item, look only at the final position. Check if the shoulder itself is raised higher than the starting neutral position. Do not count extra leaning of the body or tilting of the head as correct. Base the score only on how the shoulder ends up."", ""scoring_criteria"": { ""0"": ""Cannot be performed. No shoulder lift at all, or needs help, or uses a lot of body/head lean instead."", ""1"": ""Performed partially. Shoulder lifts somewhat but not all the way, or depends a lot on leaning the body/head."", ""2"": ""Performed faultlessly. Shoulder is clearly lifted and held at the end (e.g. the patient achieves the telephone-answering position), with little or no body/head leaning. "" } }"
4,4_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient retract their shoulder?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Starting with your arm in your lap, bring your hand to your ear like you're answering the telephone. Get your elbow up to shoulder height, get your shoulder back, and flip your hand so your thumb is pointed toward the ceiling.' For this item, look only at the final position. Check how well the patient pulls their shoulder backwards. Base the score only on how the shoulder ends up."", ""scoring_criteria"": { ""0"": ""Cannot be performed. No shoulder retraction at all, or retraction does not make it to behind the back."", ""1"": ""Performed partially. Shoulder retracts somewhat but not all the way, or depends a lot on leaning the body/head."", ""2"": ""Performed faultlessly. Shoulder is clearly retracted and held at the end (e.g. the patient achieves the telephone-answering position), with little or no body/head leaning."" } }"
5,5_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient abduct their shoulder (arm out to side >= 90 degrees)?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Starting with your arm in your lap, bring your hand to your ear like you're answering the telephone. Get your elbow up to shoulder height, get your shoulder back, and flip your hand so your thumb is pointed toward the ceiling.' For this item, look only at the final position. Check how well the patient gets their arm out to the side (elbow at shoulder's height level)."", ""scoring_criteria"": { ""0"": ""Cannot be performed. Arm cannot be lifted out to the side."", ""1"": ""Performed partially. Arm is lifted somewhat to the side, but not all the way."", ""2"": ""Performed faultlessly. Arm is lifted all the way out to the side, to around shoulder height."" } }"
6,6_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient perform external rotation (elbow crease fully visible)?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Starting with your arm in your lap, bring your hand to your ear like you're answering the telephone. Get your elbow up to shoulder height, get your shoulder back, and flip your hand so your thumb is pointed toward the ceiling.' For this item, look only at the final position. Check how well the patient gets their arm into external rotation (elbow crease fully visible)."", ""scoring_criteria"": { ""0"": ""Cannot be performed. No outward rotation occurs."", ""1"": ""Performed partially. The forearm moves outward a little but not fully."", ""2"": ""Performed faultlessly. Elbow crease is fully visible."" } }"
7,7_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient perform elbow flexion?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Starting with your arm in your lap, bring your hand to your ear like you're answering the telephone. Get your elbow up to shoulder height, get your shoulder back, and flip your hand so your thumb is pointed toward the ceiling.' For this item, look only at the final position. Check how well the patient bends their elbow."", ""scoring_criteria"": { ""0"": ""Cannot be performed. No elbow flexion occurs."", ""1"": ""Performed partially. The elbow bends somewhat but the range is limited."", ""2"": ""Performed faultlessly. The elbow can achieve a typical range of motion."" } }"
8,8_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient perform forearm supination?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Starting with your arm in your lap, bring your hand to your ear like you're answering the telephone. Get your elbow up to shoulder height, get your shoulder back, and flip your hand so your thumb is pointed toward the ceiling.' For this item, look only at the final position. Check whether the palm ends up facing upward without excessive shoulder or trunk compensation."", ""scoring_criteria"": { ""0"": ""Cannot be performed. No forearm supination occurs."", ""1"": ""Performed partially. Some forearm supination occurs."", ""2"": ""Performed faultlessly. The back of the hand is facing forward, with more than half of it visible."" } }"
9,9_A_F,rate,uniform,,,"{ ""question"": ""How well does the patient perform shoulder adduction & internal rotation?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Start from a position where your hand is next to your ear like you're answering the telephone. Fully straighten your elbow and reach across to touch your opposite knee, turning your palm down.' Check how well the patient gets their hand to the opposite knee at the end of the video. We allow assistance to attain the starting position, as well as arm/forearm support during the task."", ""scoring_criteria"": { ""0"": ""Cannot be performed. Patient cannot move their arm/hand."", ""1"": ""Performed partially. Patient can move their arm/hand but may require significant trunk lean or head tilt compensation."", ""2"": ""Performed faultlessly. Patient can move their arm/hand to the opposite knee."" } }"
10,10_A_F,rate,uniform,,,"{ ""question"": ""At the end of the video, how well does the patient have their elbow extended?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Start from a position where your hand is next to your ear like you're answering the telephone. Fully straighten your elbow and reach across to touch your opposite knee, turning your palm down.' Check how well the patient gets their elbow extended (straight) at the end of the video. We allow assistance to attain the starting position, as well as arm/forearm support during the task."", ""scoring_criteria"": { ""0"": ""Cannot be performed Patient cannot complete the task, or their elbow is barely extended."", ""1"": ""Performed partially. Elbow can move but cannot reach full extension, or requires significant trunk lean or head tilt compensation."", ""2"": ""Performed faultlessly. Elbow can reach full extension with minimal compensation."" } }"
11,11_A_F,rate,uniform,,,"{ ""question"": ""At the end of the video, how well does the patient pronate their forearm (palm down)?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Start from a position where your hand is next to your ear like you're answering the telephone. Fully straighten your elbow and reach across to touch your opposite knee, turning your palm down.' Check whether the hand reaches the knee at the video's end. Say so if not. If so, see how well the patient turns their palm down. We allow assistance to attain the starting position, as well as arm/forearm support during the task."", ""scoring_criteria"": { ""0"": ""Cannot be performed. Patient cannot get their hand to reach their knee."", ""1"": ""Performed partially. Hand can reach the knee, but the back of the hand is not fully visible."", ""2"": ""Performed faultlessly. Hand can reach the knee, and the back of the hand is visible."" } }"
12,12_A_S,rate,uniform,,,"{ ""question"": ""How well does the patient place the back of their hand behind their trunk toward the lower back?"", ""response_instructions"": ""After noting your observations, end your reply with a single line exactly: FINAL_SCORE: <0|1|2>."", ""instructions"": ""Task cue: 'Bring the back of your hand behind you and touch your lower back, as if slipping it into your waistband at the back.' At the end of the motion, check if the hand is placed behind the trunk or only at the side/front. When in doubt, give the higher score."", ""scoring_criteria"": { ""0"": ""The hand never moves behind the trunk (stays at the side hip or in front)."", ""1"": ""The hand moves somewhat behind the trunk but does not touch the lower back (stops just past the side)."", ""2"": ""The hand is anywhere on the lower back, whether central or off to the side. If the hand makes clear contact with the back, award a 2."" } }"
